trade_date,close,pe
2022-01-06,4818.2318,13.7685
2022-01-07,4822.3689,13.8104
2022-01-10,4844.0451,13.869
2022-01-11,4797.7735,13.7353
2022-01-12,4845.5787,13.8413
2022-01-13,4765.9191,13.6552
2022-01-14,4726.7317,13.5069
2022-01-17,4767.2762,13.5696
2022-01-18,4813.3472,13.7188
2022-01-19,4780.3784,13.6402
2022-01-20,4823.5091,13.7541
2022-01-21,4779.3142,13.6288
2022-01-24,4786.7377,13.6478
2022-01-25,4678.4511,13.352
2022-01-26,4712.3109,13.4492
2022-01-27,4619.8765,13.2265
2022-01-28,4563.772,13.0623
2022-02-07,4634.0899,13.3285
2022-02-08,4608.7729,13.332
2022-02-09,4652.0609,13.4321
2022-02-10,4639.8625,13.4264
2022-02-11,4601.3953,13.362
2022-02-14,4551.6878,13.2027
2022-02-15,4600.1025,13.2833
2022-02-16,4617.9893,13.3329
2022-02-17,4629.1649,13.3503
2022-02-18,4651.2358,13.4159
2022-02-21,4634.3141,13.3736
2022-02-22,4574.1527,13.2235
2022-02-23,4623.0465,13.3112
2022-02-24,4529.3189,13.0846
2022-02-25,4573.4247,13.1677
2022-02-28,4581.6459,13.2088
2022-03-01,4619.6862,13.3098
2022-03-02,4578.6007,13.2218
2022-03-03,4551.6283,13.183
2022-03-04,4496.4301,13.0433
2022-03-07,4352.7775,12.6846
2022-03-08,4265.391,12.4355
2022-03-09,4226.3463,12.3109
2022-03-10,4292.8374,12.4487
2022-03-11,4306.5217,12.4362
2022-03-14,4174.7577,12.0787
2022-03-15,3983.812,11.5324
2022-03-16,4156.081,11.9626
2022-03-17,4237.6956,12.1544
2022-03-18,4265.9017,12.3193
2022-03-21,4258.7459,12.2948
2022-03-22,4255.295,12.3143
2022-03-23,4276.5174,12.3824
2022-03-24,4251.3061,12.3264
2022-03-25,4174.5742,12.1495
2022-03-28,4148.4663,12.1241
2022-03-29,4134.1441,12.1015
2022-03-30,4254.0989,12.3408
2022-03-31,4222.5968,12.3453
2022-04-01,4276.158,12.468
2022-04-06,4263.8411,12.4618
2022-04-07,4209.0998,12.3152
2022-04-08,4230.7669,12.3896
2022-04-11,4100.0703,12.0702
2022-04-12,4179.9727,12.2674
2022-04-13,4139.737,12.1779
2022-04-14,4191.5684,12.3132
2022-04-15,4188.7472,12.2906
2022-04-18,4166.3844,12.1932
2022-04-19,4134.9017,12.1441
2022-04-20,4070.7889,11.9797
2022-04-21,3995.83,11.7845
2022-04-22,4013.2498,11.8467
2022-04-25,3814.9127,11.3298
2022-04-26,3784.1198,11.246
2022-04-27,3895.5361,11.4881
2022-04-28,3921.1073,11.5409
2022-04-29,4016.241,11.8514
2022-05-05,4010.2102,11.974
2022-05-06,3908.815,11.6974
2022-05-09,3877.4364,11.626
2022-05-10,3919.8684,11.7174
2022-05-11,3976.4231,11.8422
2022-05-12,3958.74,11.8011
2022-05-13,3988.6002,11.9001
2022-05-16,3956.5378,11.8236
2022-05-17,4005.8934,11.9409
2022-05-18,3991.9069,11.9002
2022-05-19,3999.5984,11.9126
2022-05-20,4077.5998,12.1189
2022-05-23,4053.9823,12.065
2022-05-24,3959.1541,11.835
2022-05-25,3983.1784,11.9193
2022-05-26,3993.0446,11.9526
